LearningArea,Subject,Pathway,Sequence,Level,AchStd
Indonesian,Indonesian,,Years F–10 Sequence,Foundation to Year 2,"By the end of Year 2, students interact with teachers and peers through play- and action-related language. They use greetings such as Selamat pagi/siang and respond to instructions such as Berdirilah, Masuklah through actions. Students pronounce the vowel sounds, and c (ch). They respond to questions (for example Apa? Siapa? Berapa?) with responses that include ya/tidak, verbs such as ada/mau/suka/bisa/boleh, and/or names and numbers (up to ten). They identify specific words or items in oral and written texts such as names of objects and people, and respond by using actions or drawing or labelling a picture. They present factual information at word and simple sentence level, such as lists, labels, descriptions and sharing/news reports, relying on formulaic language and modelled examples. They show comprehension and create simple texts such as a description, story or comic by matching pictures and captions. They use vocabulary related to their class and home environments. Students use simple verbs such as lari, main, makan and use the pronouns saya, kamu and Pak/Bu to address others. Students comment on similarities and differences in meanings of words, noticing that some cannot be readily translated, for example, takraw. They comment on aspects of using Indonesian and express feelings about learning Indonesian.
Students know that Indonesian is written using the same alphabet as English but that some sounds are different. They know that they communicate in English (and possibly other languages) and that Indonesian is spoken in a country called Indonesia. They identify Indonesian words that are similar to English, for example, buku, komputer and es krim. Students identify some distinctive Indonesian words such as komodo, durian and kancil. They know that language and culture are related."
Indonesian,Indonesian,,Years F–10 Sequence,Years 3 and 4,"By the end of Year 4, students interact in classroom routines and structured interactions with teachers and peers. They reproduce the sounds of au (for example, mau) and g (for example, gemuk) and the final sound k (for example, tidak). Students follow instructions (such as Duduklah or Bukalah bukumu), make requests and respond with actions. They respond to questions such as Di mana? Kapan? Apakah?, by using simple phrases. They engage with texts, relying on graphics, key words and examples to support understanding, and respond using formulaic language. Students present factual information in texts through, for example, describing, listing and using tables. They work with modelled language to create their own texts, such as sequencing pictures and statements to create a comic and using word lists to complete a paragraph or simple story. Students use vocabulary related to school (such as buku, pensil, kursi), home (such as rumah, kamar, mobil) and some interests (such as suka main komputer, berenang, naik sepeda) to create simple informative and descriptive texts. They describe amounts using cardinal numbers with belas and puluh, and create plurals by doubling nouns. Students state preferences using Saya [tidak] suka&hellip;, and use adjectives, including adjectives of size and colour (for example, besar, merah, tinggi, lucu), following the noun. They create subject-focus sentences, and use simple possessive word order such as teman saya or rumahnya, the prepositions di and ke, and the conjunction dan. Students translate texts using word lists and dictionaries, identifying words and expressions that do not have word-to-word equivalence, such as &lsquo;footy&rsquo; or becak. They observe how language use, including their own, is influenced by culture and notice how it can influence intercultural experiences.
Students differentiate statements from questions according to intonation. They state that possessive word order in Indonesian differs from English. Students know that language use varies according to who is using it and with whom such as kamu for friends and Bu/Pak for teachers, and that some terms have specific cultural meanings, such as pronouns derived from family terms (for example, Bapak/Pak, Ibu/Bu). They make comparisons between Indonesian and English, particularly identifying similarities and differences in cultural practices related to daily routines and special occasions."
Indonesian,Indonesian,,Years F–10 Sequence,Years 5 and 6,"By the end of Year 6, students use Indonesian to convey information about themselves, their family and friends, and daily routines and activities. They locate specific details and use familiar words and phrases to predict meanings in texts. They respond to and create texts to describe and share factual and imaginative ideas and experiences, using formulaic phrases and modelled language. Students produce ng/ny/ngg sounds, and apply knowledge of pronunciation and spelling to predict the sound, spelling and meaning of new words. They ask and respond to questions using Apa?, Siapa? Berapa? and Di mana?, and interact spontaneously with peers in discussions on familiar topics. Students use subject-focus construction with a range of ber- verbs (such as bermain, berjalan, bercakap-cakap, berenang) and formulaic me- verbs (such as membaca, mendengarkan, menonton). They express numbers using ratus and ribu, and describe character and appearance using noun + adjective word order, (for example, Rumah Budi besar; Dia tinggi dan lucu). Students use possessive word order (for example, Nama teman saya&hellip;) and describe events in time using pada with whole numbers and days of the week. They use prepositions (such as di atas/dalam/belakang), and conjunctions (such as karena and tetapi). They translate texts, relying on key words and formulaic expressions, describing how meanings may vary across languages and cultures. Students identify aspects of language use that relate to people&rsquo;s (including their own) cultural perspectives and experiences.
Students know that Indonesian is a language system that has rules, and that word order in (subject-focus) sentences is similar to English. They identify features of texts such as adjectives in descriptions, superlatives in advertisements and imperatives in signs. Students know that language use varies according to age, relationships and situation, particularly in relation to terms of address and the nature of what is discussed. They identify loan words from English and their Indonesian spelling (televisi) and pronunciation (kriket). They describe similarities and differences between aspects of language and culture, such as celebrations (for example Idul Fitri and Hari Ulang Tahun), leisure (for example, takraw, bulu tangkis) and the environment (for example, desa, hutan). Students know that in both Indonesian and English some terms and expressions reflect culture-specific items and practices (for example, Selamat siang, mandi, guling) that cannot be directly translated."
Indonesian,Indonesian,,Years F–10 Sequence,Years 7 and 8,"By the end of Year 8, students use Indonesian to interact and exchange ideas, experiences and interests with teachers, peers and others. They pronounce familiar polysyllabic words such as mendengarkan, pekerjaan and mengerjakan, stressing the penultimate syllable. When interacting, they ask questions using for example Apakah?, Di mana?, Kapan?, Berapa?, and respond to questions using, for example, Setuju tidak? Benar/Salah, and asking follow up questions using, for example, Kapan? Bagaimana? Mengapa? They explain and clarify their answers using, for example, karena, or supaya. Students give opinions using for example Pada pendapat saya&hellip;, saya kira&hellip;, setuju/tidak setuju, make comparisons using lebih&hellip; daripada&hellip;, and state preferences using saya lebih suka&hellip;, yang paling baik&hellip; They locate and evaluate factual information in texts, and use models to create their own informative and imaginative texts in order to narrate, correspond with and report to others. . They vary their sentence construction (for example, rambut saya hitam/Ibu berambut cokelat/Bapak mempunyai rambut pirang) to create interest for the audience. Students use cohesive devices such as time markers (for example, Besok, sebelum), adverbs of frequency (for example, biasanya, jarang, belum pernah) and conjunctions (for example, lalu, untuk). They use a range of personal pronouns such as dia, mereka, kami, kita, ber- verbs such as bersekolah, berselancar and simple me- verbs such as memasak, memakai, menjadi, mengunjungi. Students use prepositions of time using pada and place, using di (including with, for example, belakang, samping, antara). They describe qualities using colours (for example, biru tua, merah muda) and adjectives (for example, sombong, murah hati). They translate across languages, identifying where equivalence is not possible, for example, gotong royong, jam karet or &lsquo;daylight saving&rsquo;. They describe their reactions to intercultural experiences, describing aspects that do or do not fit with their own identity and considering why.
Students know that Indonesian has a base word system that works with prefixes and suffixes to create verbs and nouns, such as -an, ber- and me- words. They differentiate between similar-sounding words and how they are written (such as suka/sukar, muda/mudah), and apply spelling conventions such as ngg (tinggal) and final h (terima kasih). They describe how possessive word order differs from English and have a metalanguage to identify common features such as nouns, verbs, adjectives, and subject-verb-object construction. Students identify and reproduce features of familiar text types such as salutations, narrative sequence and cohesive devices. They know that languages and cultures influence and borrow from each other. Students know that cultural values and ideas are embedded in language use, including their own, and consider where these may have come from and how they may be seen from another cultural perspective."
Indonesian,Indonesian,,Years F–10 Sequence,Years 9 and 10,"By the end of Year 10, students use Indonesian to communicate with teachers, peers and others in a range of settings and for a range of purposes. They pronounce the sounds ngg and ng, as well as sy (for example, masyarakat) and kh (for example, akhir), and use stress to create fluency in sentences. Students use and respond to open-ended questions such as Berapa lama? Dulu, apakah&hellip;, Kapan Anda&hellip;? Yang mana? Sudah pernah? and use strategies for initiating, sustaining and concluding oral and written exchanges. They locate, synthesise and evaluate specific details and gist from a range of texts. Students create a range of personal, informative and imaginative texts with some evidence of self-correction strategies. They include time markers such as Pada suatu hari, Keesokan harinya, Kemudian, and conjunctions such as namun, supaya, karena itu, to extend meanings such as in stories, comics, and written and oral reports. Students use yang to expand descriptions and ideas, and incorporate some object-focus construction to vary expression. They express opinions such as using Dari pihak saya, make comparisons such as using dibandingkan dengan, and incorporate emotions and humour. Students describe possibilities using terms such as kalau-kalau and andaikata, and express aspirations such as using Pada masa depan, mudah-mudahan, saya berharap. They translate texts and create bilingual texts, relying on textual features, patterns and grammatical knowledge, and comment on how meaning can vary across languages and cultures, such as the use of idioms and culture-specific terms. Students state reactions to intercultural experiences, and discuss their assumptions, interpretations, and any adjustments to their language use.
Students know that spoken and written Indonesian vary, identifying informal usage such as nggak and aja, exclamations such as kok and dong, and the dropping of prefixes, for example, Dia (mem) beli mobil baru. They show awareness of contractions (for example, ortu, angkot), acronyms such as SMU and hp, and abbreviations such as texting language (for example, jln, skolah and mkn). Students use metalanguage to discuss possessive and noun&ndash;adjective word order, and use knowledge of the base word and affixation system to predict meaning and decode new words using dictionaries. They know that language is used to create particular effects and influence others, such as through the use of imperatives and rhetorical devices. Students know that Indonesian is a national language that, for the majority of Indonesians, may be one of a number of known languages. They explain aspects of Indonesian language and culture, including concepts of diversity and nasib, and the importance of language, religion and ethnicity as identity markers. Students make connections between language use and cultural practices, values and assumptions, both in Indonesian and in their own language use."
Indonesian,Indonesian,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,"By the end of Year 8, students share factual information and opinions about their personal and immediate worlds, including personal details, family, pets, friends, pastimes, school and neighbourhood. They interact with others orally and in writing, asking and responding to questions using Siapa, Apakah, Berapa, Bagaimana, Apa, Di/Ke/Dari mana&hellip;?, and expressing preferences using saya suka, kurang/tidak suka, mau/tidak mau. They pronounce the vowels and consonants such as c (ch) and r (trilled) and combined sounds such as ng, au. They use formulaic expressions (for example, saya tidak tahu, maaf, saya tidak mengerti, sekali lagi) to sustain interactions. Students describe qualities of appearance, colour, character and condition (such as tinggi, merah muda, lucu, panas), and identify quantities using numbers and fractions. They respond to and create texts to describe real and imagined events and characters. Students create personal, informative and imaginative texts incorporating textual features such as salutations and using cohesive devices such as conjunctions for example, dan, tetapi, karena and untuk. They form sentences with subject-verb-object construction (for example, Saya mau bermain sepak bola), typically using simple base words (for example, makan, minum, naik, bangun), ber- verbs (for example, bermain, belajar, berenang, berdansa, berlari) and formulaic me- verbs (for example, menonton, mendengarkan). Students refer to others using pronouns such as saya, kamu, dia, mereka, Bu/Pak, and use these in possessive form, including using -nya (for example, sepatunya trendi). They refer to events in time and place using the prepositions pada, di and ke as well as time markers such as sebelum/sesudah, yang lalu, and depan. Students predict meaning based on knowledge of their first language, text features and key words, including loan words from English. They translate texts, identifying culture-specific language such as vocabulary related to cultural artefacts (for example, gayung, becak, warung), environment (for example, sawah, desa, cicak), and practices (for example, Idul Fitri). Students describe their experiences of using Indonesian and views about how it fits with their sense of self.
Students know that Indonesian is a language used by millions of Indonesians in daily life and that it is constantly changing. They know that Indonesian uses a base word and affix system and they use metalanguage to describe and compare features and rules of sentence construction including the use of possessives and adjectives. Students identify textual features such as salutations, conversation markers and sequencing devices. They know that spoken and written forms of Indonesian can vary, for example, the elision of pronouns and some verbs in speech. They identify when language changes according to people and their relationships, such as informal language with friends (for example, kamu, nggak, hebat) and formal language with teachers and adults (for example, Anda, tidak, baik sekali). Students make connections between aspects of their own language and culture, such as particular expressions or practices, and compare these with Indonesian language and culture."
Indonesian,Indonesian,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,"By the end of Year 10, students interact with peers and adults using written and spoken Indonesian to communicate about personal interests and relationships, practices and experiences, and about broader issues such as health and the environment, including as these relate to Indonesia. They respond to and create personal, descriptive, informative and imaginative texts for a range of purposes. When participating in presentations, correspondence and dialogues, students use both rehearsed and spontaneous language, and exchange facts, ideas and opinions, using questions such as Bagaimana, Mengapa and Untuk apa? In speaking, they apply conventions of pronunciation, stress and rhythm to a range of sentence structures. Students use a variety of me- verbs, pronouns, and noun forms such as ke-an, pe- and pe-an. They apply knowledge of textual features such as salutations, sequencing, and persuasive and emotive language to comprehend and create public texts. Students use embedded clauses with yang to expand ideas, and create cohesion and interest by using conjunctions such as misalnya, seperti, termasuk and yaitu. They refer to the past (for example, yang lalu, dulu), present (for example, sedang, sedangkan, sambil, sementara) and future (for example, akan, mau, kalau, besok, masa depan). Students engage with others using formulaic expressions and verbal fillers to sustain and extend interactions, for example, maaf, mohon diulang, saya kurang memahami, oh, begitu! dan kamu?, dengan siapa? Maksud saya, anu. They translate texts and create bilingual texts, comparing different interpretations and deciding how to deal with instances of non-equivalence, such as proverbs, idioms, proper nouns, and culture-specific terms and expressions. They describe their own reactions in intercultural encounters and reflect on how these may relate to their own assumptions and identity, and how they may be perceived by others.
Students know that Indonesian is a national, standardised language used for education, media and government, and that it is one of many languages in Indonesia. They know that language use varies according to context, purpose, audience and mode, and that languages change over time. They identify colloquial forms (for example, banget, cowok) and make connections between these and their formal counterparts (for example, gimana?/Bagaimana?; kalo/kalau; nggak/tidak). They use metalanguage to discuss features of language, texts and grammar such as object-focus construction. They know affixation rules for forming verbs (for example, me-kan, me-i) and nouns (for example, pe-, pe-an, ke-an) and apply this to predict and decipher meanings, including using bilingual dictionaries effectively. Students know that Indonesian borrows from other languages, including local and foreign languages. They make connections between aspects of culture in language use such as terms for artefacts (for example, kris, andong), practices (for example, minum jamu, batik/ikat), ideas (for example, halus/kasar) and values (for example, sopan/tidak sopan, rendah hati)."
Italian,Italian,,Years F–10 Sequence,Foundation to Year 2,"By the end of Year 2, students use Italian to communicate with their teacher and peers through action-related talk and play. They demonstrate comprehension by responding both verbally and non-verbally. They imitate simple words and phrases. They respond to familiar games and routines such as questions about self and family (for example, Come ti chiami? Dove abiti?), and choose among options, for example, in response to questions such as Vuoi il gelato o la caramella? They produce learnt sounds and formulaic expressions (for example, &Egrave; bello! Non mi piace), or partial phrases, often providing only part of the required response in Italian or using a key word to convey a whole idea. They experiment with and approximate Italian pronunciation, for example, producing vowel sounds and &lsquo;c&rsquo; and &lsquo;ch&rsquo; pronunciation with some accuracy. They differentiate between statements and questions according to intonation. They make meaning using paralinguistic and contextual support such as pictures, gestures and props. They write descriptions, lists, labels and captions, using familiar words and phrases selected from modelled language, for example, rearranging sentence patterns such as Ho sei anni. Sono bravo. Il gelato &egrave; buono.
Students know that Italian is the national language of Italy. They identify the 21 letters of the Italian alphabet. They know that simple sentences follow a pattern, and that nouns require an article and are gendered either masculine or feminine. They demonstrate understanding of the different ways of addressing friends, family and teachers/other adults. They identify patterns in Italian words and phrases and make comparisons between Italian and English. They know that languages borrow words from each other and provide examples of Italian words and expressions that are used in various English-speaking contexts. They identify similarities and differences in the cultural practices of Italians and Australians. They understand that they have their own language(s) and culture(s), and that they are also learners of Italian language and culture."
Italian,Italian,,Years F–10 Sequence,Years 3 and 4,"By the end of Year 4, students comprehend a range of spoken, written, and multimodal texts on familiar topics, including home life, friends and classroom activities. They use Italian to communicate and to interact, for example, to exchange greetings and to address people, using appropriate language and pronunciation, and often formulaic expressions. They ask and respond to simple questions, by selecting between alternatives provided, by using short spoken responses which may consist of incomplete or partial Italian phrases and structures, or by using a key word to convey a whole idea. They talk about self, family, people, places, routine, school life and their own interests and preferences, for example, Com&rsquo;&egrave; la tua casa? La mia casa &egrave; grande, Ci sono due camere da letto e due bagni. Mi piace la mia camera da letto. They use short sentences, reorganising known language to fit personal responses, for example, Giochi domani?S&igrave;/no/Forse. Students understand short written texts, using visual cues, prediction and questioning to decipher meaning. They recall key ideas and events, recognise meanings, and respond meaningfully. Students create written texts of a few sentences using familiar language and structures.
Students demonstrate an understanding of the fact that language is used differently in different situations and contexts. They know the importance of using appropriate language when interacting in Italian, including informal/formal language, and the use of titles and gestures. They vary their responses and statements by choosing adjectives and adverbs, and by combining sentences. They demonstrate understanding of basic Italian grammatical rules, such as the fact that nouns have masculine or feminine gender and singular and plural forms, and that nouns, adjectives and articles need to agree. They identify similarities and differences in the patterns of Italian language compared to English and other familiar languages. They create texts that show understanding of how ideas are connected and how images support the meaning of texts. They make connections to personal experience when describing characters, events or cultural practices and behaviours encountered in texts. They identify cultural differences in ways of communicating and describe similarities and differences between their own and other cultures."
Italian,Italian,,Years F–10 Sequence,Years 5 and 6,"By the end of Year 6, students interact using spoken and written Italian to describe and give information about themselves, family, friends, home and school routines, experiences, interests, preferences and choices. They share aspects of their environment, express opinions, for example, &Egrave; buonissimo ...&egrave; molto bravo, mi piace di pi&ugrave; ..., penso di s&igrave;/no, secondo me..., accept or reject ideas, agree and disagree, for example, No,non sono d&rsquo;accordo! Hai ragione/torto. They ask simple questions, for example, Ti piace? Cosa prendi? Chi viene alla festa? Vieni anche tu? They understand the main points in spoken interactions consisting of familiar language in simple sentences. When speaking, they imitate pronunciation and intonation. They understand short written texts with some variation in sentence structures and some unfamiliar vocabulary. In reading independently, they begin to use context, questioning, and bilingual dictionaries to decode the meaning of unfamiliar language. They connect ideas in different informative and creative texts, expressing and extending personal meaning by giving reasons or drawing conclusions. Students create sentences with some elaboration, for example, using coordinating conjunctions and comparisons to build short coherent texts on familiar topics, for example, La musica di ... &egrave; bella, ma mi piace di pi&ugrave; ... They write descriptions, letters, messages, summaries, invitations and narratives They use the present tense of verbs, noun and adjective agreements and some adverbs; they choose vocabulary appropriate to the purpose of the interaction, such as to describe, to plan or to invite.
Students use some metalanguage to talk about both linguistic and cultural features. They discern familiar patterns and features of written and spoken language and compare them with English, understanding that language, images and other features of texts reflect culture. They demonstrate an understanding of variation in language use, adapting language forms according to audience and context. They identify linguistic and cultural differences know that Australia is a multilingual and multicultural society, and that dialects are spoken both in Italy and in Italian-speaking communities around the world. Students compare, identify and discuss their responses and reactions in intercultural exchanges."
Italian,Italian,,Years F–10 Sequence,Years 7 and 8,"By the end of Year 8, students use spoken and written Italian to interact in a range of personal and social contexts. They describe or present people, places, events or conditions; discuss likes, dislikes and preferences; present information; recount and narrate events; and talk about personal, social and school worlds, for example, Ecco mio padre. Si chiama Edoardo. Ha quarantadue anni. They understand main points and some specific details in a range of texts organised around known content and including some unfamiliar language. They express and understand feelings when corresponding with others, making connections between language used and cultural concepts expressed. They respond to and create simple informational and imaginative texts, for example, Io comincio la scuola alle otto e mezzo. Le materie che studio sono l’inglese, la matematica, le scienze e la storia. They express views on familiar topics and make comparisons, adding their own opinions or reasons, for example, Mi piace il mio amico perché è buffissimo. Mi piace anche perché è veramente intelligente. They apply their understanding that texts vary according to purpose and audience, and use contextual clues, questioning and bilingual dictionaries to identify, interpret and summarise the meaning of familiar and some unfamiliar language. They give some justification for their interpretations of texts. They ask questions and seek clarification. Students create cohesive and coherent texts for different purposes on a range of familiar topics, using appropriate language structures and vocabulary, including different modal verbs and tenses, for example, Non posso venire alla partita perché devo studiare. They use conjunctions, adjectives and adverbs to elaborate meanings, for example, La professoressa di matematica è molto simpatica ma il professore di educazione fisica è qualche volta troppo severo.
Students understand and use metalanguage to explain aspects of language and culture. They identify features of text types such as letters, emails, descriptions and narratives. They know that language is chosen to reflect contexts of situation and culture, and identify differences between standard, dialectal and regional forms of Italian. They analyse the impact of technology and media on communication and language forms, the influence of Italian and English on one another, and the interrelationship of language and culture. They know that languages do not always translate directly. They reflect on how they interpret and respond to intercultural experience, and to aspects of Italian language and culture, and discuss how their responses may be shaped by their own language(s) and culture(s).
 "
Italian,Italian,,Years F–10 Sequence,Years 9 and 10,"By the end of Year 10, students use written and spoken Italian to interact with others in a range of contexts and for a range of purposes. They discuss topics such as education, work, the environment and youth issues as well as concepts from a range of learning areas. They recount experiences, and express feelings and opinions, agreement and disagreement, using present, past and future tenses, and linking statements with both coordinating and subordinating conjunctions, for example, Era stanca, cos&igrave; non &egrave; uscita. Non mi piace quel romanzo perch&eacute; &egrave; triste! Prima siamo andati al cinema, poi siamo andati a prendere un gelato. They demonstrate grammatical control when using complex sentences. They create a range of connected texts and interact with some degree of personalisation on a variety of subjects related to their own interests. In classroom discussions, they present and communicate personal thoughts and opinions, and account for and sustain a particular point of view, for example, Non c&rsquo; &egrave; dubbio che &hellip; Credo che questi articoli offrano solo un punto di vista. They identify key ideas in different text types dealing with both concrete and abstract topics. They follow the development and relationship of ideas, identifying, for example, identifying sequencing, cause and effect, and consequences. They compare and evaluate ideas across languages and cultures, for example, Secondo me &hellip; dal mio punto di vista &hellip; per quanto mi riguarda. I giovani italiani sono pi&ugrave; interessati nella politica. They discuss future plans and aspirations. Students develop and defend interpretations of texts and diverse points of view, and elaborate, clarify and qualify ideas using supporting evidence and argument. They present real or imaginary events and experiences in narratives, descriptions and recounts. They translate texts and produce bilingual texts, recognising that not all concepts can necessarily be rendered fully in another language.
Students reflect on their experience of learning Italian language and culture. They exchange opinions and responses, noting how these may have changed over time. They identify ways in which writers and speakers make choices when using language, and make connections between language used, cultural concepts expressed and their own experiences or views. They reflect on their own and others&rsquo; use of language, the language choices made, and the cultural assumptions or understandings which shape them. They analyse how culture affects communication and the making and interpreting of meaning, and how languages reflect cultures."
Italian,Italian,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,"By the end of Year 8, students engage in social interaction to exchange greetings and to share ideas and information related to their personal, social and school worlds. They use known phrases to exchange ideas and opinions, for example, Non mi piace la pallacanestro. They use language to interact and to respond to classroom instructions, questions and directions. They approximate Italian sound patterns such as consonant combinations, clear vowel sounds and unaspirated consonants. They use gesture and some formulaic expressions to support oral interaction. Students use well-rehearsed language related to their personal experiences (for example, stating preferences in sports, leisure activities and entertainment), in both spoken and written forms, and predominantly in the present tense. They demonstrate understanding of information from a range of factual and creative texts. They use learnt structures to create texts such as, captions, descriptions, conversations and correspondence, providing information about themselves, their personal worlds and immediate needs, interests and preferences. They produce simple descriptions with appropriate use of definite and indefinite articles, adjectives and adverbs. They connect ideas using conjunctions such as e, ma, per&ograve;, anche, perch&eacute;- and invece to create simple texts using known vocabulary and structures.
Students identify similarities between Italian and English and understand that they are related languages which borrow from each other. They know that that literal translation between languages is not always possible. They reflect on how culture is evident in experiences, images and texts. They understand and use metalanguage to explain aspects of language and culture, and use simple statements to identify features of different text types. They know that language reflects contexts of situation and culture, and identify differences between standard, dialectal and regional forms of Italian. They analyse the impact of technology and media on communication and language forms, the influence of Italian and English on one another, and the interrelationship of language and culture. They reflect on how they interpret and respond to aspects of Italian language and culture, and to intercultural experience, and identify how their response may be shaped by their own language(s) and culture(s)."
Italian,Italian,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,"By the end of Year 10, students use a range of everyday language both orally and in writing to exchange information about their personal, social and local world and about broader issues of personal significance. They communicate thoughts and opinions; make comparisons and contrasts (for example, a differenza di; invece), and offer reasons for points of view, opinions and preferences. They express desires and plans for the future. They give presentations, and formulate and respond to a range of questions. They interpret information and attitudes in a range of informational and imaginative texts. They create written texts such as descriptions, narratives and recounts that convey experiences, ideas and emotions. They give detailed descriptions; describe and relate episodes in time (for example, prima … poi … infine); and qualify statements, for example, through the use of relative clauses. They use simple subject–verb–object constructions, extending or qualifying their message by, for example, adding complements or using modal verbs or comparatives. They produce bilingual texts, plan what needs to be communicated to particular audiences and consider different perspectives.
Students use metalanguage to analyse and discuss features of language choice and use and cultural practice. They analyse texts, identifying features such as tone, sequences and relationships of events in time. They communicate their thoughts with awareness of different perspectives on issues or practices being discussed. They explain how Italian language use varies according to context, purpose and mode. They identify social and cultural practices of Italians in Italy and in the diaspora, including communities in Australia. They identify particular issues relating to translating between Italian and English, such as words with similar meanings and 'false friends, and identify certain concepts that cannot be translated readily from Italian to English and from English into Italian. They reflect on ways in which language and culture together create meanings, and on ways in which their own linguistic and cultural assumptions come into play in using and learning Italian. They demonstrate understanding of the role of language and culture in shaping experience, and the ways in which their own past experiences shape their identity."
Japanese,Japanese,,Years F–10 Sequence,Foundation to Year 2,"
      By the end of Year 2, students interact with the teacher and peers through play- and action-related language. They use formulaic expressions and appropriate gestures in everyday interactions such as exchanging greetings and farewells, for example, おはようございます、おはよう、こんにちは、さようなら、また、あした, thanking and apologising, and giving and receiving, for example, どうぞ、どうも. They use visual, non-verbal and contextual support such as pictures, gestures, facial expressions and props to make meaning of simple texts. When listening to simple repetitive spoken texts, they identify key words such as names or numbers of objects or people, and demonstrate comprehension by actions, drawing or labelling. They respond to instructions through actions, for example, きいて　ください。みて　ください 。, and respond to questions, for example, だれなに どこ with single words and set phrases and by selecting images or objects, for example, いぬ　です　か。ねこ　です　か 。. They present information about themselves, their family, friends and favourite things at word and simple sentence level, using formulaic and modelled language. They describe people and objects using adjectives to indicate colour, shape and size, for example, あかい　りんご、おおきい、まるい. They indicate ownership by using, for example, だれ　の　ですか。わたし/ぼく　の　です。 They mimic Japanese pronunciation, intonation and rhythm through shared reading and singing. Students recognise and begin to write single kanji, such as 人, 木, 山、川、月、日、一、ニ、三, the 46 hiragana symbols, and some hiragana words such as くち、ねこ、あお、しかく. They demonstrate understanding of hiragana as well as kanji by actions such as matching, labelling and sorting. They translate and interpret examples of everyday Japanese language use and cultural behaviours such as the exchange of greetings or thanks, terms of address and some formulaic expressions and behaviours.
      Students identify the three different scripts in Japanese, hiragana, kanji and katakana. They understand that hiragana represents the basic units of Japanese sound and apply that knowledge in their communication. They know that kanji represents meaning as well as sounds, and that katakana is used for borrowed words. They know that stroke order in writing characters is important. Students identify patterns in Japanese words and phrases and make comparisons between Japanese and English, for example, the word order in greetings, such as Smith せんせい、and in simple sentences, such as おりがみ　が　すきです。ぞう　は　おおきい　です。. They provide examples of different ways of addressing friends, family and teachers or other adults. They use pronouns, such as わたし/ぼく, and titles/suffixes, such as ～せんせい/～さん/～くん, to address different people. They identify Japanese words that are often used in English-speaking contexts, for example, ‘sushi’, ‘origami’ and ‘karate’. They give examples of Japanese words and phrases that have been borrowed from other languages, such as ピンク、テレビ、パン. They identify similarities and differences between Japanese and their own languages and cultures.
    "
Japanese,Japanese,,Years F–10 Sequence,Years 3 and 4,"
      By the end of Year 4, students interact with the teacher and peers in regular classroom routines and structured interactions. They understand and respond to instructions related to classroom organisation and activities, for example, ペア　に　なって　ください。大きい　こえ　で　いって　ください。. They use formulaic and rehearsed language to exchange information about their personal worlds and in familiar interactions such as praising or encouraging one another, for example, 
      
        がんばって. They use language spontaneously in simple familiar communicative exchanges, for example, やったー！だいじょうぶ？. They respond to simple questions using short spoken statements, for example, いつ　です　か。なに　が　すき　です　か。. They use counter classifiers in response to questions such as なん人(にん)、なん月(がつ)、なんじ、なんさい. Students identify specific items of information, such as facts about or key characteristics of people, when listening to or viewing texts such as short stories, weather reports or video clips. They use cues such as context, visual images and familiar vocabulary to assist comprehension. They create short spoken informative and descriptive texts related to their personal world with the support of modelled language, scaffolded examples and resources such as word lists. They describe people and events using adjectives, time-related vocabulary and appropriate verb forms, such as ます、ましょう、ました and ません. They read and write the 46 hiragana, including long vowels (for example, おとうさん、おおきい), voiced sounds (for example, かぞく、たべます), and blended sounds as formulaic language (for example, きょう、でしょう), as well as high-frequency kanji such as 月、日、先生. They apply word order (subject–object–verb) in simple sentences. They comprehend short written texts such as captions, labels, signs and stories that use familiar and repetitive language. They translate simple texts using classroom resources such as charts or word lists, noticing that some words and expressions do not translate easily. Students identify examples of cultural differences between ways of communicating in Japanese and in their own language(s). 
      Students identify both vowel and vowel–consonant sounds of hiragana, recognising that vowel sounds can be elongated and that this can change meaning. They identify ways in which rhythm is used to chunk phrases within a sentence. Students use the hiragana chart to support their reading and writing, recognising its systematic nature. They demonstrate awareness of the predictable nature of pronunciation. They know the role of particles, for example, は、を、と、も、に; the rules for simple verb tense conjugations; and how to create questions using the sentence-ending particle か. They understand and use the rules and phonetic changes that apply to counter classifiers, for example, はっさい、ひとり、ふたり. They identify language variations that occur according to the age and relationship of participants, and according to the situation, for example, なまえ/ おなまえ、はし/ おはし. They demonstrate their understanding of the importance in Japanese of non-verbal communication such as the use of gestures, for example, bowing to replace words and to communicate meaning. Students identify ways in which Japanese language reflects ways of behaving and thinking.
    "
