LearningArea,Subject,Pathway,Sequence,Level,Strand,Substrand,CdCode,ContentDesc,CCP
Languages,French,,Years F–10 Sequence,Years 5 and 6,Communicating,Translating,ACLFRC045,"Create own bilingual texts and learning resources such as displays, websites, newsletters or word banks[Key concepts: bilingualism, word borrowing, meaning; Key processes: identifying, classifying, selecting, explaining]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Communicating,Reflecting,ACLFRC046,"Compare ways of communicating in Australian and French-speaking contexts, and identify ways that culture influences language use[Key concepts: difference, language, culture; Key processes: noticing, reflecting, describing]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Communicating,Reflecting,ACLFRC047,"Reflect on aspects of own identity and language use, for example, by creating personal or group profiles or portfolios[Key concepts: identity, community, bilingualism; Key processes: identifying, presenting, explaining]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Understanding,Systems of language,ACLFRF048,"Recognise and apply features of intonation, pronunciation and writing conventions used in different types of texts and contexts[Key concepts: listening discrimination, accuracy, fluency; Key processes: listening, reading, recognising]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Understanding,Systems of language,ACLFRF049,"Develop knowledge of grammatical elements such as tenses, and combine them with an increasing range of nouns, adjectives and adverbs to construct simple statements, questions and exclamations[Key concepts: grammatical rules, patterns, exceptions; Key processes: classifying, discriminating, vocabulary building]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Understanding,Systems of language,ACLFRF050,"Understand how different French texts use language in ways that create different effects and suit different audiences[Key concepts: genre, structure, audience, sequencing; Key processes: comparing, noticing, explaining]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Understanding,Language variation and change,ACLFRF051,"Understand that language is used differently in different contexts and situations[Key concepts: language, identity, culture, context; Key processes: observing, comparing, analysing, explaining]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Understanding,Language variation and change,ACLFRF052,"Understand that the French language is constantly changing due to contact with other languages and to the impact of new technologies and knowledge[Key concepts: language contact, word borrowing, digital media; Key processes: observing, identifying, classifying]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Understanding,Language variation and change,ACLFRF053,"Understand that there are different forms of spoken and written French used in different contexts within France and in other regions of the world[Key concepts: diversity, creoles, dialects, accents; Key processes: mapping, comparing, distinguishing]",
Languages,French,,Years F–10 Sequence,Years 5 and 6,Understanding,Role of language and culture,ACLFRF054,"Reflect on how ways of using language are shaped by communities’ ways of thinking and behaving and may be differently interpreted by others[Key concepts: cultures, norms, perspectives; Key processes: reflecting, observing, comparing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Socialising,ACLFRC055,"Participate in a range of spoken and written interactions, for example, exchanging views or experiences, apologising or excusing, inviting or congratulating[Key concepts: friendship, respect, communication; Key processes: responding, expressing, connecting]",Sustainability
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Socialising,ACLFRC056,"Engage in tasks and activities that involve negotiation and problem-solving[Key concepts: value, design, audience, purpose; Key processes: negotiating, considering, reflecting, evaluating]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Socialising,ACLFRC057,"Interact in classroom activities and discussions through asking and responding to open-ended questions, offering opinions and explaining positions[Key concepts: exploratory talk, discussion, exchange; Key processes: eliciting, prompting, responding, explaining]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Informing,ACLFRC058,"Access, summarise and analyse information from different sources relating to contemporary community and lifestyle issues[Key concepts: values, generation, culture; Key processes: researching, comparing, evaluating, reflecting]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Informing,ACLFRC059,"Organise and present information and ideas on different topics, issues or events, comparing perspectives and experiences[Key concepts: perspective, engagement, action, debate; Key processes: managing information, shaping text, engaging]",Asia and Australia’s Engagement with Asia
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Creating,ACLFRC060,"Respond to a variety of imaginative texts, analysing ideas, themes, values and techniques used to engage and entertain audiences[Key concepts: audience, engagement, themes; Key processes: responding, analysing, contextualising, explaining]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Creating,ACLFRC061,"Create simple songs, plays or stories to entertain others, involving imagined contexts and characters[Key concepts: mood, drama, effect, audience; Key processes: character and context building, creating]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Translating,ACLFRC062,"Translate and interpret texts, compare own translation to classmates’, and consider why there might be differences in interpretation and how language reflects elements of culture[Key concepts: culture, equivalence, idiom; Key processes: translating, interpreting, mediating]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Translating,ACLFRC063,"Create bilingual texts such as glossaries, menus, captions or brochures, identifying words or expressions that carry specific cultural meaning in either language[Key concepts: language, culture, meaning; Key processes: selecting, identifying, explaining, comparing]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Reflecting,ACLFRC064,"Reflect on cultural differences between French and English communicative styles and on how these affect intercultural interactions[Key concepts: values, perspective, respect; Key processes: reflecting, analysing, comparing]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Communicating,Reflecting,ACLFRC065,"Consider how own biography including family origins, traditions, interests and experience, impacts on identity and communication[Key concepts: culture, community, communication, identity; Key processes: reflecting, analysing, explaining]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Understanding,Systems of language,ACLFRU066,"Recognise individual elements of spoken and written words, phrases and non-verbal forms of expression, and notice how they combine to make or to change meaning[Key concepts: word parts, idioms, expression; Key processes: listening, reading, identifying, describing] ",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Understanding,Systems of language,ACLFRU067,"Understand and control additional elements of French grammar such as compound tenses, irregular and reflexive verb forms, verb moods and modalities[Key concepts: tenses, parts of speech, moods, modalities, metalanguage; Key processes: analysing, categorising, distinguishing]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Understanding,Systems of language,ACLFRU068,"Analyse the structure and organisation of a range of texts created for purposes such as information exchange or social interaction[Key concepts: tenor, lexical and rhetorical resources; Key processes: experimenting, reflecting, comparing]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Understanding,Language variation and change,ACLFRU069,"Examine how elements of communication such as gestures, facial expressions and choice of language vary according to context and situation[Key concepts: body language, personal space, expression; Key processes: observing, comparing, analysing]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Understanding,Language variation and change,ACLFRU070,"Reflect on changes in their own use of language(s) over time, noticing how and when new ways are adopted or existing ways adapted[Key concepts: change, influence, communication, identity; Key processes: observing, reflecting, explaining]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Understanding,Language variation and change,ACLFRU071,"Investigate the nature and extent of French language use in both Australian and global contexts[Key concepts: community, arts, fashion, music, cuisine; Key processes: researching, analysing, classifying]",
Languages,French,,Years F–10 Sequence,Years 7 and 8,Understanding,Role of language and culture,ACLFRU072,"Reflect on different aspects of the cultural dimension of learning and using French[Key concepts: cultural expression, representation, difference, diversity; Key processes: reflecting, comparing, analysing]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Socialising,ACLFRC073,"Discuss and compare young people’s interests, behaviours and values across cultural contexts, using formal and informal registers[Key concepts: perspectives, generation, change, cultural diversity; Key processes: exchanging, responding, discussing]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Socialising,ACLFRC074,"Engage in shared activities such as planning and managing events, exchanging resources and information[Key concepts: communication, collaboration, information exchange; Key processes: calculating, predicting, planning]",Sustainability
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Socialising,ACLFRC075,"Compare and reflect on the experience of learning and using French[Key concepts: metalanguage, reflection, awareness; Key processes: expressing, reflecting, analysing]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Informing,ACLFRC076,"Research and evaluate information from different perspectives on local and global issues, identifying how culture and context affect how information is presented[Key concepts: standpoint, representation, cultural literacy; Key processes: researching, comparing, analysing] ",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Informing,ACLFRC077,"Convey information on selected topics, using different modes of presentation to suit different audiences or to achieve different purposes[Key concepts: content, audience, mode; Key processes: selecting, designing, aligning] ",Sustainability
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Creating,ACLFRC078,"Analyse how expressive and imaginative texts create aesthetic, humorous or emotional effects in ways that reflect cultural influence[Key concepts: culture, humour, expression, tradition; Key processes: interpreting, analysing, evaluating]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Creating,ACLFRC079,"Create imaginative texts involving moods and effects designed to engage different audiences[Key concepts: imagination, creativity, stimulus; Key processes: planning, projecting, engaging, entertaining]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Translating,ACLFRC080,"Consider the nature of translating and interpreting and the role of culture when transferring meaning from one language to another[Key concepts: culture, text, context, perspective; Key processes: comparing, analysing, critical and cultural reading]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Translating,ACLFRC081,"Create glossaries to interpret cultural aspects of contemporary and traditional French texts[Key concepts: representation, critical and cultural literacy; Key processes: referencing, explaining, interpreting]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Reflecting,ACLFRC082,"Reflect on the experience of learning and using French, considering how intercultural communication involves shared responsibility for meaning making[Key concepts: reciprocity, understanding, intercultural experience; Key processes: communicating, observing, reflecting, analysing, responding]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Communicating,Reflecting,ACLFRC083,"Reflect on own cultural identity and how it shapes personal ways of communicating and thinking[Key concepts: identity, culture, communication; Key processes: reflecting, explaining]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Understanding,Systems of language,ACLFRU084,"Increase control of regular and irregular elements of spoken and written French, using elements such as liaisons, accents and expression[Key concepts: liaisons, accents, expression, style; Key processes: recognising, classifying, discriminating]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Understanding,Systems of language,ACLFRU085,"Analyse how grammatical elements such as tenses and verb moods impact on the making of meaning[Key concepts: grammatical analysis, register, tenor; Key processes: identifying, defining, classifying] ",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Understanding,Systems of language,ACLFRU086,"Analyse how different types of text incorporate cultural and contextual elements[Key concepts: context, culture, perspective; Key processes: comparing, analysing, identifying]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Understanding,Language variation and change,ACLFRU087,"Analyse and explain how and why language is used differently in different contexts and relationships[Key concepts: genres, register, variation; Key processes: grammatical and lexical analysis]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Understanding,Language variation and change,ACLFRU088,"Explore changes to both French and Australian English, and identify reasons for these changes, such as technology, popular culture and intercultural exchange[Key concepts: globalisation, exchange, influence; Key processes: mapping, classifying, analysing]",Asia and Australia’s Engagement with Asia
Languages,French,,Years F–10 Sequence,Years 9 and 10,Understanding,Language variation and change,ACLFRU089,"Identify examples of French language used to influence social and cultural relationships and practices[Key concepts: authority, language as power, inclusion, exclusion; Key processes: scanning, selecting, analysing]",
Languages,French,,Years F–10 Sequence,Years 9 and 10,Understanding,Role of language and culture,ACLFRU090,"Understand that language and culture are interrelated, that they shape and are shaped by each other[Key concepts: culture, language, meaning; Key processes: discussing, reflecting, comparing] ",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Socialising,ACLFRC091,"Interact with peers and teacher to exchange information and opinions, talk about self, family, friends and interests, and express feelings, likes and dislikes[Key concepts: family, friendship, home; Key processes: interacting, describing]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Socialising,ACLFRC092,"Participate in collaborative activities such as performances and presentations that involve planning, making arrangements, transacting and negotiating[Key concepts: tasks, performance, transaction, collaborative learning; Key processes: planning and managing tasks, acting]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Socialising,ACLFRC093,"Participate in classroom routines and interactions by following instructions, asking and answering questions, and requesting help or permission[Key concepts: roles, routines, interaction patterns; Key processes: participating, interacting, contributing, responding]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Informing,ACLFRC094,"Locate factual information from a range of texts and resources and use the information in new ways[Key concepts: concepts from learning areas such as health or environmental studies; Key processes: researching, reading/listening, ordering, classifying]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Informing,ACLFRC095,"Present information and ideas relating to social worlds and natural environments in spoken, written and digital forms[Key concepts: community, traditions, environment; Key processes: composing, presenting, informing]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Creating,ACLFRC096,"Engage with imaginative and creative texts such as stories, poems, songs or cartoons, comparing favourite elements, and discussing characters, events, themes and effects[Key concepts: imagination, creativity, character, expression; Key processes: participating, responding, evaluating]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Creating,ACLFRC097,"Reinterpret or create own shared texts, experimenting with expressive and performance genres, and creating moods and effects suitable for different audiences[Key concepts: adaptation, mode, genre, performance; Key processes: interpreting, creating, experimenting, presenting]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Translating,ACLFRC098,"Translate short texts from French to English and vice versa, noticing which words or phrases translate easily and which do not[Key concepts: translation, equivalence; Key processes: comparing, translating, interpreting, explaining]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Translating,ACLFRC099,"Create bilingual texts and resources such as learning support materials, games or posters, deciding how to deal with elements that cannot be readily translated[Key concepts: equivalence, context, meaning; Key processes: translating, interpreting, explaining]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Reflecting,ACLFRC100,"Engage with French speakers and resources, noticing how interaction involves culture as well as language[Key concepts: awareness, interpretation, cultural frames, intercultural exchange; Key processes: noticing, reflecting, responding]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Communicating,Reflecting,ACLFRC101,"Notice own and others’ ways of expressing identity, and consider the relationship between language, culture and identity[Key concepts: communication, identity; Key processes: noticing, reflecting, comparing, adjusting]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Systems of language,ACLFRU102,"Recognise and use features of the French sound system, including pitch, rhythm, stress and intonation[Key concepts: pronunciation, intonation; Key processes: listening, distinguishing, imitating, reading aloud]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Systems of language,ACLFRU103,"Understand and use elements of the French grammatical system, including word order, gender and number variation, and present and compound forms of regular and some irregular verbs[Key concepts: grammar, gender, number; Key processes: noticing, applying, explaining]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Systems of language,ACLFRU104,"Recognise and use features of common spoken, written and multimodal texts, and compare with features of similar texts in English[Key concepts: genre, mode, tenor, audience, language features; Key processes: noticing, analysing, comparing]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Language variation and change,ACLFRU105,"Recognise that French language use varies according to context, situation and relationship[Key concepts: variation, context, relationship; Key processes: noticing, analysing, explaining] ",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Language variation and change,ACLFRU106,"Understand the dynamic nature of French and other languages[Key concepts: language contact, word borrowing, globalisation; Key processes: observing, identifying, classifying]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Language variation and change,ACLFRU107,"Recognise that French is both a local and a global language[Key concepts: first language, global language, dialects, creoles, accents; Key processes: mapping, comparing, distinguishing]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Role of language and culture,ACLFRU108,"Explore the relationship between language and culture[Key concepts: culture, language, meaning; Key processes: analysing, explaining, defining]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Socialising,ACLFRC109,"Socialise and exchange views on local and global issues[Key concepts: generation, environment, globalisation, relationships; Key processes: interacting, responding, explaining, comparing]",Sustainability
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Socialising,ACLFRC110,"Participate in collaborative projects that make connections between French language and culture and other curriculum areas[Key concepts: concepts from other learning areas; Key processes: task planning and resourcing, cross-referencing]",Sustainability
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Socialising,ACLFRC111,"Develop classroom language to manage shared learning experiences, monitor performance and discuss French language and culture learning[Key concepts: task, outcome, performance, communication, culture; Key processes: discussing, commenting, interacting] ",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Informing,ACLFRC112,"Access and analyse information from different sources, identifying how culture and context influence the presentation of ideas[Key concepts: information, representation, modality; Key processes: selecting, evaluating, interpreting, analysing]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Informing,ACLFRC113,"Convey information on selected topics using different modes of presentation to suit different audiences[Key concepts: content, audience, mode; Key processes: selecting, designing, presenting]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Creating,ACLFRC114,"Respond to a range of traditional and contemporary texts, and compare themes and language style[Key concepts: characterisation, themes, imagination, humour; Key processes: responding, comparing]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Creating,ACLFRC115,"Create imaginative texts to entertain, convey ideas and express emotions[Key concepts: culture, expression, empathy, humour; Key processes: creating, performing, entertaining, reflecting]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Translating,ACLFRC116,"Consider the nature of translating and interpreting and the role of culture when transferring meaning from one language to another[Key concepts: culture, translation, interpretation, meaning; Key processes: comparing, analysing, critical and cultural reading]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Translating,ACLFRC117,"Create bilingual texts such as glossaries, footnotes or captions to interpret cultural aspects of texts[Key concepts: representation, bilingualism, interpretation; Key processes: interpreting, explaining, comparing]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Reflecting,ACLFRC118,"Interact with French speakers and resources, recognising that intercultural communication involves shared responsibility for meaning making[Key concepts: frames, standpoints, reciprocity, reflection; Key processes: expressing, discussing, noticing, adjusting]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Communicating,Reflecting,ACLFRC119,"Consider and discuss own and others’ cultural identities, and how they both shape and are shaped by ways of communicating and thinking[Key concepts: identity, culture, communication; Key processes: observing, reflecting, explaining]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Systems of language,ACLFRU120,"Recognise the regularities and irregularities of spoken French, and use pronunciation, rhythm and stress in increasingly complex ways[Key concepts: liaisons, rhythm, intonation, pitch; Key processes: recognising, discriminating, imitating, producing]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Systems of language,ACLFRU121,"Extend grammatical knowledge, including the forms and functions of reflexive verbs, verb moods and modality and the imperfect tense[Key concepts: tense, mood, modality; Key processes: analysing, classifying, applying, explaining]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Systems of language,ACLFRU122,"Analyse and compose different types of texts using appropriate linguistic, textual and cultural elements[Key concepts: register, tenor, cohesion; Key processes: analysing, composing, explaining]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Language variation and change,ACLFRU123,"Recognise that French is used in varying ways to achieve different purposes[Key concepts: language modes, register, context; Key processes: noticing, comparing, analysing, explaining]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Language variation and change,ACLFRU124,"Examine the nature of language change in response to changing cultural conditions[Key concepts: globalisation, intercultural contact, popular culture; Key processes: reflecting, analysing, comparing, explaining]",
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Language variation and change,ACLFRU125,"Understand the symbolic nature of language in local and global contexts[Key concepts: power, symbolism, culture; Key processes: exploring issues, identifying, analysing, comparing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,French,,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Role of language and culture,ACLFRU126,"Explore the dynamic nature of the relationship between language, culture and communication and how it impacts on attitudes and beliefs[Key concepts: culture, meaning, change; Key processes: reflecting, analysing, comparing]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Socialising,ACLGEC103,"Interact and socialise with peers and teacher to exchange greetings and information about self and family, and express likes and dislikes[Key concepts: self, family; Key processes: interacting, greeting, thanking]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Socialising,ACLGEC104,"Participate in guided group activities using simple repetitive language in songs, rhymes, games and transactions[Key concepts: play, performance, action learning; Key processes: participating, taking turns]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Socialising,ACLGEC105,"Recognise and respond to instructions and questions about activities, games and classroom routines, and make polite requests[Key concepts: roles, routines; Key processes: following instructions, participating, listening]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Informing,ACLGEC106,"Identify key words and information in simple shared texts related to personal worlds[Key concepts: literacy, text; Key processes: locating, matching, ordering]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Informing,ACLGEC107,"Convey factual information about self, family and possessions through pictures, labels, captions and short descriptions, using familiar words and modelled language[Key concepts: identity, belonging; Key processes: naming, labelling, describing]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Creating,ACLGEC108,"Engage with a range of imaginative texts through action, dance, singing, drawing, shared reading and collaborative retelling[Key concepts: imagination, performance, setting; Key processes: participating, responding]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Creating,ACLGEC109,"Express ideas and experiences in a variety of ways using familiar words and modelled language, such as through imaginative role-play, mime, drawing, oral discussion or scaffolded writing activities[Key concepts: role-play, discussion, imagination; Key processes: performing, expressing]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Translating,ACLGEC110,"Share with peers and family what they know in German, identifying different words and expressions, moving between languages depending on the audience[Key concepts: representation, difference; Key processes: noticing, comparing]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Translating,ACLGEC111,"Create print or digital texts such as labels, posters, word banks and wall charts for the immediate learning environment in both German and English[Key concepts: vocabulary, representation; Key processes: sorting, matching, noticing]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Reflecting,ACLGEC112,"Notice similarities and differences when using German compared to own language, such as how it feels, sounds and looks, and involves behaviours as well as words[Key concepts: language, culture, difference; Key processes: noticing, comparing, observing]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Communicating,Reflecting,ACLGEC113,"Express aspects of self, such as family, school/class, age and language(s), noticing how these are part of one’s sense of identity[Key concepts: self, identity; Key processes: expressing, describing, noticing]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Understanding,Systems of language,ACLGEU114,"Recognise and reproduce the sounds and rhythms of spoken German, including distinctive sounds[Key concepts: pronunciation, intonation; Key processes: listening, imitating, recognising]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Understanding,Systems of language,ACLGEU115,"Understand some first elements of German grammar, such as simple verb forms, definite articles and pronouns, to identify and describe people and objects in the family and school domains[Key concepts: word order, connections, gender; Key processes: noticing patterns, making connections, selecting]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Understanding,Systems of language,ACLGEU116,"Understand that language is organised as ‘texts’, which take different forms and use different structures and features to achieve their purposes[Key concepts: structure, form; Key processes: noticing, recognising, comparing] ",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Understanding,Language variation and change,ACLGEU117,"Recognise that in German, as in English and other languages, there are different ways of greeting and interacting with people[Key concepts: register, language conventions, social practice; Key processes: noticing, comparing]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Understanding,Language variation and change,ACLGEU118,"Recognise that Australia has speakers of many different languages, including German, and that German and English borrow words and expressions from each other[Key concepts: multilingualism, culture, community; Key processes: observing, exploring, recognising]",
Languages,German,,Years F–10 Sequence,Foundation to Year 2,Understanding,Role of language and culture,ACLGEU119,"Notice that the languages people use relate to who they are and where and how they live[Key concepts: place, culture; Key processes: noticing, exploring]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Socialising,ACLGEC120,"Share information with peers and teacher about aspects of their personal worlds such as friends, home, favourite objects and activities[Key concepts: friendship, identity; Key processes: describing, expressing]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Socialising,ACLGEC121,"Participate collaboratively in shared class experiences and transactions[Key concepts: participation, creativity; Key processes: exchanging, negotiating, planning]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Socialising,ACLGEC122,"Participate in everyday classroom activities, responding to questions, instructions and requests, asking for clarification or assistance and making simple statements about own and others’ learning[Key concepts: support, learning strategies; Key processes: requesting, clarifying, responding] ",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Informing,ACLGEC123,"Obtain and process information from peers and texts related to personal, social and natural worlds[Key concepts: community, family, friends; Key processes: reading, listening, selecting, organising] ",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Informing,ACLGEC124,"Present information in modelled spoken and written texts relating to personal, social and natural worlds[Key concepts: family, friends; Key processes: describing, presenting, collating]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Creating,ACLGEC125,"Respond to imaginative print and digital texts in a variety of ways such as by acting out events, identifying favourite elements and making simple statements about characters[Key concepts: character, events; Key processes: describing, retelling]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Creating,ACLGEC126,"Create imaginative texts such as simple plays, poems and stories, using formulaic expressions and modelled language as well as simple visual supports[Key concepts: fantasy, entertainment, amusement; Key processes: performing, creating, presenting]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Translating,ACLGEC127,"Compare aspects of German and English language, such as vocabulary, sounds and rhymes, and cultural information, and share with peers and family[Key concepts: meaning, interconnection; Key processes: comparing, interpreting, explaining]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Translating,ACLGEC128,"Produce texts such as signs, class word lists and picture dictionaries in both German and English for the classroom and school community[Key concepts: vocabulary, translation; Key processes: labelling, matching, translating]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Reflecting,ACLGEC129,"Notice and describe what looks or feels similar or different to own language and culture when interacting in German[Key concepts: communication, difference, respect; Key processes: noticing, comparing, describing]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Communicating,Reflecting,ACLGEC130,"Describe their own experiences of learning and using German and explore their sense of identity, including elements such as family, cultural heritage and friends[Key concepts: self, family, friends; Key processes: exploring, comparing, identifying]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Understanding,Systems of language,ACLGEU131,"Experiment with the pronunciation of vowel sounds, letter combinations and intonation patterns, and recognise and write high-frequency words and expressions in familiar contexts[Key concepts: pronunciation, intonation, accents; Key processes: distinguishing sounds, recognising, practising]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Understanding,Systems of language,ACLGEU132,"Notice and apply elements of German grammar such as gender and singular/plural forms, adjectives, adverbs, pronouns and word order in simple spoken and written texts[Key concepts: word order, connections, syntax, cases; Key processes: noticing patterns, making connections]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Understanding,Systems of language,ACLGEU133,"Identify the purposes of familiar personal, informative and imaginative texts such as maps, calendars and fairy tales, and explain how particular features of such texts help to achieve these purposes[Key concepts: text function, structure, features of texts; Key processes: classifying, comparing, explaining]",
